Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-06-12,45.43235778808594,45.51033137532529,45.16535765045254,45.22206669718523,67644400
2018-06-13,45.059024810791016,45.57412199581187,44.9975927231053,45.46543057334217,86553600
2018-06-14,45.082645416259766,45.26458372354032,44.94560130477132,45.2598570699358,86440400
2018-06-15,44.61954116821289,44.93143548238103,44.482497024597905,44.90071763482113,246876800
2018-06-18,44.59591293334961,44.709327403259046,44.23203625120954,44.392710055180494,73939600
2018-06-19,43.87525177001953,44.02647226646141,43.345978229782425,43.74529581087861,134314000
2018-06-20,44.06664276123047,44.23203962692559,43.884704406275205,44.03120186336054,82514800
2018-06-21,43.82090759277344,44.503763149833475,43.69803981348712,44.24385123314723,102847600
2018-06-22,43.69331741333008,43.98394359909991,43.641335024931394,43.97685541935294,108801600
2018-06-25,43.04353713989258,43.69331332875178,42.70329012231989,43.33416329849383,126652400
2018-06-26,43.57753372192383,44.07372789004416,43.13096041276794,43.237290309780164,98276800
2018-06-27,43.51374816894531,44.25094777319124,43.4830303169745,43.76656834896281,101141200
2018-06-28,43.83035659790039,43.998118578793665,43.42867750109825,43.49956289591767,69460800
2018-06-29,43.73821258544922,44.22968015589288,43.21839229539313,44.017023942655314,90950800
2018-07-02,44.2273063659668,44.2556626854085,43.33888647337589,43.43340152921368,70925200
2018-07-03,43.45703125,44.40924843482453,43.367242840735415,44.37144240930459,55819200
2018-07-05,43.80672073364258,44.04536807559281,43.54208580949544,43.77364136812418,66416800
2018-07-06,44.413970947265625,44.52265875377281,43.759468162342884,43.8114505412396,69940800
2018-07-09,45.03068161010742,45.05430767711103,44.72824055155952,44.775496290948546,79026400
2018-07-10,44.9763298034668,45.19607057551594,44.936158646379255,45.06139156160415,63756400
2018-07-11,44.39271545410156,44.8416503392362,44.328918229664474,44.53920931244165,75326000
2018-07-12,45.13699722290039,45.22678563021757,44.73059147082814,44.78257385344535,72164400
2018-07-13,45.207889556884766,45.328392223058444,45.106286300581004,45.148818986242105,50055600
2018-07-16,45.1086540222168,45.51978291006373,44.99287439916863,45.25278636708014,60172400
2018-07-17,45.23624801635742,45.33548615498201,44.70461281312302,44.83456880610116,62138000
2018-07-18,44.988128662109375,45.31892589963353,44.877075741593856,45.31419924620856,65573600
2018-07-19,45.33783721923828,45.49614588688389,44.82037853844009,44.82037853844009,81147200
2018-07-20,45.2338752746582,45.46779239863314,44.93379580262433,45.314210375712605,82704800
2018-07-23,45.2740478515625,45.356748091781846,44.78966845609519,45.05430345618675,63957600
2018-07-24,45.602474212646484,45.75842136281019,45.378006796406545,45.47251825417673,74791600
2018-07-25,46.03251266479492,46.03960084432473,45.46779458945807,45.61665357034644,66839600
2018-07-26,45.88837814331055,46.301872087879055,45.74660734873463,45.98288960277378,76304000
2018-07-27,45.125186920166016,46.11993686334562,44.91726097420194,46.07268113041657,96096000
2018-07-30,44.87236022949219,45.41344496266558,44.673884016873366,45.3425595709072,84118000
2018-07-31,44.962158203125,45.39928190924622,44.73769073459594,44.96452333361786,157492000
2018-08-01,47.610877990722656,47.67231008374114,46.620854690382096,47.05089015765555,271742800
2018-08-02,49.00257873535156,49.2364994753582,47.33915317811474,47.393497089492804,249616000
2018-08-03,49.144344329833984,49.32155600959706,48.551273600783134,48.91751179336967,133789600
2018-08-06,49.3995361328125,49.44206521101312,48.92697159077175,49.14671237223766,101701600
2018-08-07,48.9364128112793,49.50112719689982,48.85371258860714,49.45859812607234,102349600
2018-08-08,48.969486236572266,49.10180369248576,48.32443683630387,48.68594831598904,90102000
2018-08-09,49.35464859008789,49.56730122057366,48.95769244636415,49.508230644840744,93970400
2018-08-10,49.20762634277344,49.57989220419106,49.00371081760765,49.167317922662505,98444800
2018-08-13,49.52536392211914,50.018555141776424,49.2479445394418,49.629693321011686,103563600
2018-08-14,49.73402404785156,49.92608334729282,49.38072741362771,49.83124041014503,82992000
2018-08-15,49.85019302368164,49.96874846441888,49.39731037173942,49.6083389115307,115230400
2018-08-16,50.58049774169922,50.696679764445875,50.14184113974823,50.208231900753496,114001600
2018-08-17,51.590599060058594,51.67832895060167,50.54256913331326,50.60895990745815,141708000
2018-08-20,51.087921142578125,51.96997044895426,51.00493087218621,51.7138938355704,121150800
2018-08-21,50.98833465576172,51.49812534467867,50.74885391021264,51.405652223325475,104639200
2018-08-22,50.99070739746094,51.301322144048804,50.7038015736051,50.76545273236503,76072400
2018-08-23,51.095035552978516,51.464928024494725,50.88400697022757,50.89585962229423,75532800
2018-08-24,51.2538948059082,51.429354562512124,51.004927628590785,51.358224184443145,73905600
2018-08-27,51.67595672607422,51.86564619391058,51.29420798358787,51.48863706505151,82100400
2018-08-28,52.09328079223633,52.29245314408891,51.908334520083734,51.92967363963372,91107200
2018-08-29,52.870994567871094,52.99192345864419,52.0245104225879,52.199970196610515,109019200
2018-08-30,53.3570671081543,54.122934324650984,52.733464265030115,52.93500998317282,195175200
2018-08-31,53.97356033325195,54.267575560999,53.58706837261931,53.70799364035151,173360400
2018-09-04,54.146663665771484,54.34109278845826,53.736462682447296,54.15851993840485,109560400
2018-09-05,53.793365478515625,54.457276928887744,53.3736816597884,54.29604320332558,133332000
2018-09-06,52.89944839477539,53.907169818025736,52.47264800955837,53.6416031238765,137160000
2018-09-07,52.4726448059082,53.43768432270481,52.332750238135965,52.60305652926594,150479200
2018-09-10,51.7684211730957,52.603052520961775,51.32739477190782,52.3896505486305,158066000
2018-09-11,53.077274322509766,53.18397349970388,51.34873390346985,51.692543971328696,142996000
2018-09-12,52.41811752319336,53.349961785731736,52.126468460452756,53.33573570813967,197114800
2018-09-13,53.68427658081055,54.14427227864786,52.77377164667225,52.999026264822746,166825600
2018-09-14,53.07490921020508,53.78624199360212,52.76192466688371,53.527791950627346,127997200
2018-09-17,51.66172790527344,52.863878376616604,51.51709010075814,52.67418891885507,148780400
2018-09-18,51.747093200683594,52.603063844637035,51.48152648581652,51.640390382535884,126286800
2018-09-19,51.77790832519531,52.07429696307462,51.04997971193693,51.80873390130288,108495200
2018-09-20,52.171531677246094,52.705031413305036,51.962872844930075,52.22132657787665,106435200
2018-09-21,51.60956954956055,52.48687932912805,51.521836038985654,52.349354545818954,384986800
2018-09-24,52.351722717285156,52.463165148243284,51.365343959097906,51.410395616467255,110773600
2018-09-25,52.683677673339844,52.8330587157541,52.09327016010668,52.105126430112286,98217600
2018-09-26,52.26399230957031,53.0535721640974,52.1074982227936,52.40151708722023,95938800
2018-09-27,53.33810806274414,53.69140468460075,53.0037807512583,53.07017514656896,120724800
2018-09-28,53.525421142578125,53.549130064099145,53.11759006495077,53.300162870962296,91717600
2018-10-01,53.88582229614258,54.39798271288474,53.67005412498127,54.049429397437315,94403200
2018-10-02,54.364784240722656,54.5355043699314,53.73644183323563,53.88344942637787,99152800
2018-10-03,55.02634048461914,55.358294370916525,54.48335437728683,54.54737534751062,114619200
2018-10-04,54.05891799926758,55.092721717820574,53.760155935330346,54.720455850224305,128168000
2018-10-05,53.181617736816406,54.15851739103941,52.30193806640367,54.051818178410606,134322000
2018-10-08,53.05830764770508,53.30253158775628,52.21181998941142,52.688415218812985,118655600
2018-10-09,53.793365478515625,53.88821203886955,52.69791393711875,53.02749804604267,107564000
2018-10-10,51.30131530761719,53.67005453984067,51.22781150629926,53.45902598011087,167962400
2018-10-11,50.84843444824219,52.04584527964782,50.3433906650113,50.86503394876488,212497600
2018-10-12,52.66470718383789,52.84728360735787,51.41513160820397,52.26398914560435,161351600
2018-10-15,51.538429260253906,52.598315352725166,51.517090145968695,52.439451471892795,123164000
2018-10-16,52.6741828918457,52.87335878961951,51.396155336420364,51.91068553478381,116736000
2018-10-17,52.446563720703125,52.790373822884185,52.0079070819727,52.709756980336294,91541600
2018-10-18,51.220706939697266,52.102759937440126,50.50463087851335,51.65699020665962,130325200
2018-10-19,52.00080108642578,52.463166708392414,51.55503134933697,51.70441240336693,132314800
2018-10-22,52.31852722167969,52.96109945803747,51.91306954225045,52.114611669502295,115168400
2018-10-23,52.811710357666016,52.9350090401459,50.907710097982076,51.175646575863766,155071200
2018-10-24,51.00019454956055,53.16738853808366,50.86978280043189,52.78090014088099,163702000
2018-10-25,52.11698913574219,52.491624882422045,51.39379999240531,51.621428103334296,119423200
2018-10-26,51.28709411621094,52.20945547540686,50.426380295404556,51.192247574812846,189033600
2018-10-29,50.32441711425781,52.09089253934143,48.86618295492797,51.97233709312072,183742000
2018-10-30,50.575775146484375,51.02154134968157,49.62021814139203,50.06598434458923,146640000
2018-10-31,51.89411163330078,52.271117240652195,51.36298171098841,51.42463288418343,153435600
2018-11-01,52.690792083740234,52.72398746980492,51.408021061480326,51.93915085654104,233292800
2018-11-02,49.19576644897461,50.65874020625499,48.70968840082196,49.68658772797474,365314800
2018-11-05,47.7991943359375,48.46310570278856,46.98827534156456,48.4417665861533,264654800
2018-11-06,48.316097259521484,48.54135192892878,47.82290607013109,47.877440573286876,127531600
2018-11-07,49.78144454956055,49.80752689947353,48.40146066532408,48.837743956572126,133697600
2018-11-08,49.60774612426758,49.995582995692075,49.193732269955774,49.96227178653937,101450400
2018-11-09,48.65122985839844,49.01765313270148,48.123006700822515,48.90820358078531,137463200
2018-11-12,46.200477600097656,47.551968983030896,46.110059887568084,47.34971998310429,204542000
2018-11-13,45.738861083984375,46.916654497155434,45.55326957066767,45.59610033639789,187531600
2018-11-14,44.446868896484375,46.27423304000545,44.23986013584267,46.13622840979425,243204000
2018-11-15,45.54377746582031,45.67702235220054,44.470673253895775,44.82520267924026,185915200
2018-11-16,46.048194885253906,46.390826588221756,45.079787976803125,45.32724218969656,147713200
2018-11-19,44.223209381103516,45.374829798360686,44.016204236900485,45.20827372655078,167701200
2018-11-20,42.110313415527344,43.17865753982973,41.7605438730966,42.44104746094793,271300800
2018-11-21,42.062721252441406,42.89312700672429,42.007996474505376,42.76463832556221,124496800
2018-11-23,40.99436569213867,42.019882254091065,40.949160489604985,41.62490402072504,94496000
2018-11-26,41.54877471923828,41.62729477489528,40.51136383731913,41.458360655982794,179994000
2018-11-27,41.45835876464844,41.5844657368947,40.65888616156213,40.808784778569425,165549600
2018-11-28,43.05254364013672,43.135819841711424,41.62253256342079,42.05082210079535,184250000
2018-11-29,42.721824645996094,43.49512416000091,42.28163731653315,43.461812941546725,167080000
2018-11-30,42.491024017333984,42.90741606161608,42.12221890912545,42.89789649601107,158126000
2018-12-03,43.97574234008789,44.004293763886125,43.11678524455066,43.890084438044184,163210000
2018-12-04,42.041316986083984,43.39756451118223,41.94138334009255,43.0549327931258,165377200
2018-12-06,41.57258224487305,41.58685796271705,40.54944677513024,40.86828324248133,172393600
2018-12-07,40.0902214050293,41.517851060130326,40.04501255171377,41.27991278428015,169126400
2018-12-10,40.35432052612305,40.470907921530156,38.86244698245927,39.2598033442658,248104000
2018-12-11,40.1235237121582,40.87540573765467,39.73568324680382,40.844476237501574,189126800
2018-12-12,40.23535919189453,40.90634316336405,40.21632369637525,40.544676009796696,142510800
2018-12-13,40.67554473876953,41.061007188033315,40.34243262770178,40.56609517255429,127594400
2018-12-14,39.3740119934082,40.2305909585754,39.32642507993198,40.211555467055156,162814800
2018-12-17,39.007598876953125,40.05690747360841,38.71969198522412,39.36688434207388,177151600
2018-12-18,39.51441192626953,39.86179978211614,39.11467372768916,39.35023393206599,135366000
2018-12-19,38.28187942504883,39.842753541024855,37.853589910141004,39.49774385397237,196189200
2018-12-20,37.31585693359375,38.57217062840605,36.95181169422482,38.165294615238025,259092000
2018-12-21,35.86444091796875,37.63232447228872,35.60271095194186,37.32300393912009,382978400
2018-12-24,34.93647766113281,36.05954661946022,34.87937116759668,35.25055429895659,148676800
2018-12-26,37.39675521850586,37.41103093294613,34.91030117218417,35.28624405192659,234330000
2018-12-27,37.154048919677734,37.30157307427368,35.70738784144105,37.08028865770419,212468400
2018-12-28,37.173091888427734,37.71797251566736,36.773357369983444,37.475274483383565,169165600
2018-12-31,37.532379150390625,37.91783793600413,37.23257464544732,37.72034876183257,140014000
2019-01-02,37.575199127197266,37.79648353535669,36.69720661121869,36.854246690473936,148158800
2019-01-03,33.83244705200195,34.67236895047303,33.78723819464029,34.25835500640601,365248800
2019-01-04,35.2767219543457,35.34572607671616,34.21551944315652,34.38921334078491,234428400
2019-01-07,35.19820022583008,35.41234680881426,34.7151859148074,35.381413677453956,219111200
2019-01-08,35.86918640136719,36.123782037607526,35.338585191248775,35.58603934074441,164101200
2019-01-09,36.478309631347656,36.76859456375998,35.60269868355585,35.997673387913416,180396400
2019-01-10,36.59490203857422,36.63535110369678,35.895363032061816,36.28558160044058,143122800
2019-01-11,36.235618591308594,36.571112433090754,36.05002702578016,36.37600493397239,108092800
2019-01-14,35.69073486328125,35.992917435038834,35.505143332444135,35.89298381309956,129756800
2019-01-15,36.421207427978516,36.49734577535337,35.70263294063492,35.754979642864214,114843600
2019-01-16,36.866153717041016,37.089816257077324,36.40455292260857,36.42358841863822,122278800
2019-01-17,37.085052490234375,37.5133420282532,36.46641164302394,36.69007415902539,119284800
2019-01-18,37.3134765625,37.56569051615148,37.11360568148331,37.47527282308796,135004000
2019-01-22,36.4759407043457,37.29206729904574,36.31414077866992,37.21592893393081,121576000
2019-01-23,36.623451232910156,36.91373615846914,36.095228081853584,36.67817600819282,92522400
2019-01-24,36.333168029785156,36.75669780079705,36.10474935564246,36.66866181499719,101766000
2019-01-25,37.537139892578125,37.62517952067367,36.71863529953326,36.994640931413,134142000
2019-01-28,37.189754486083984,37.19689234414636,36.56159756204397,37.06840363772336,104768400
2019-01-29,36.80428695678711,37.62517682803338,36.66866404152659,37.177851753922326,166348800
2019-01-30,39.31929016113281,39.53343310309419,38.12483930122953,38.843413729530596,244439200
2019-01-31,39.602447509765625,40.21156891959634,39.15512238601182,39.52392744246948,162958400
2019-02-01,39.62147521972656,40.20680123448356,39.481088904224514,39.72616862220974,130672400
2019-02-04,40.74692153930664,40.844477084128826,39.80230648382668,39.83323961527012,125982000
2019-02-05,41.44407653808594,41.658223109934525,41.00865279969011,41.12999998228332,144406400
2019-02-06,41.45835876464844,41.7748170482294,41.12762476808099,41.55591068027246,112958400
2019-02-07,40.67317581176758,41.38699075088417,40.530411371684046,41.02056371564002,126966800
2019-02-08,40.7209587097168,40.78069839317819,40.245429516724585,40.381637745202596,95280000
2019-02-11,40.486778259277344,40.91212817826302,40.44376743552907,40.87389390411717,83973600
2019-02-12,40.83565902709961,40.861944634409184,40.55129754244725,40.646883226400696,89134000
2019-02-13,40.66598892211914,41.215594649284824,40.60386097412384,40.9551305471018,89960800
2019-02-14,40.81415557861328,40.924074562670334,40.474834588255234,40.553691413976786,87342800
2019-02-15,40.72334289550781,41.0292097524213,40.563240997453136,40.92167906223181,98507200
2019-02-19,40.84520721435547,40.9670784800836,40.501109762882585,40.55368096648683,75891200
2019-02-20,41.10807800292969,41.41633686629879,40.859562479868394,40.90735350589308,104457600
2019-02-21,40.876277923583984,41.18931326234548,40.694670609628645,41.05310868843414,68998800
2019-02-22,41.33268356323242,41.33985203200279,40.952740133522454,41.00053114073161,75652800
2019-02-25,41.6337776184082,42.025669781395585,41.56686946713383,41.617052403699994,87493600
2019-02-26,41.65766906738281,41.889459289505155,41.380476110544926,41.509515845654406,68280800
2019-02-27,41.786712646484375,41.8177784486941,41.27534110158918,41.390043919184656,111341600
2019-02-28,41.375709533691406,41.79627930213446,41.320750037577675,41.65529450304115,112861600
2019-03-01,41.810604095458984,41.85361491133981,41.31356956114267,41.64572200880833,103544800
2019-03-04,42.02088165283203,42.47490164654346,41.57163820702341,41.98264739229092,109744800
2019-03-05,41.94443130493164,42.05674221504453,41.70786081733233,42.04240527268482,78949600
2019-03-06,41.70307922363281,41.93486948700485,41.56448272054905,41.73892157519718,83241600
2019-03-07,41.22037887573242,41.683959372280896,41.10567971197652,41.547751152766466,99185600
2019-03-08,41.31835174560547,41.3565860145986,40.50350166301471,40.69944955693907,95997600
2019-03-11,42.749717712402344,42.80228892761929,41.90141709077292,41.934871168981786,128044000
2019-03-12,43.23002624511719,43.650592312120786,42.862027746045676,43.01257291804957,129870400
2019-03-13,43.42118835449219,43.80113182441466,43.232408933638794,43.55022445223586,124130000
2019-03-14,43.903892517089844,43.992309738854615,43.62431120184972,43.94451506926442,94318000
2019-03-15,44.47499465942383,44.76413630754834,43.9062753998339,44.171519718082784,156171600
2019-03-18,44.929012298583984,45.01742584391315,44.39613181377385,44.39852373416876,104879200
2019-03-19,44.572967529296875,45.160807555548054,44.42720257150999,45.00787412821596,126585600
2019-03-20,44.96247100830078,45.28028652491381,44.14284075046286,44.501278809560496,124140800
2019-03-21,46.61846160888672,46.91477177118616,45.3567597020329,45.406942643812606,204136800
2019-03-22,45.65306854248047,47.23975444886868,45.58854866098074,46.67819994478431,169630800
2019-03-25,45.10107421875,45.87529820823624,44.589702657387456,45.7629873079454,175381200
2019-03-26,44.63509750366211,46.09035887304303,44.10700077672146,45.79882894425689,199202000
2019-03-27,45.03656005859375,45.34481527019143,44.57775965381826,45.103468223068,119393600
2019-03-28,45.0963020324707,45.29702653604563,44.81194049596205,45.15126153187824,83121600
2019-03-29,45.39020538330078,45.421271181808265,45.05327273343193,45.361531505429554,94256000
2019-04-01,45.69846725463867,45.80360602937068,45.01504516466666,45.79404928483894,111448000
2019-04-02,46.36277770996094,46.46792014338811,45.65306993054865,45.662626676214224,91062800
2019-04-03,46.68058395385742,46.95538500302052,46.154871891809094,46.17876922052781,93087200
2019-04-04,46.761837005615234,46.924327200684935,46.152491481661734,46.54677194916167,76457200
2019-04-05,47.074867248535156,47.098764578723184,46.81917967116176,46.94343922494232,74106400
2019-04-08,47.815643310546875,47.846705466003094,46.91715615255903,46.93627328849716,103526800
2019-04-09,47.67226028442383,48.47277338177323,47.60774041497689,47.868208167106985,143072800
2019-04-10,47.93989181518555,47.96856933777075,47.35683202096376,47.47631136744461,86781200
2019-04-11,47.540836334228516,48.03070243658207,47.418968700387076,47.99486008728185,83603200
2019-04-12,47.52172088623047,47.82519949055509,46.886093443343924,47.60057770371108,111042800
2019-04-15,47.60774230957031,47.75589918776008,47.316212394506586,47.452420608068394,70146400
