Date,Adj Close,Close,High,Low,Open,Volume,Return,Target,Moving averages,Momentum,Volatility,EMA_5,EMA_dist_5,EMA_12,EMA_dist_12,EMA_26,EMA_dist_26,EMA_diff_5_26,EMA_trend_strength,Trend_strength,Up,Consec_up,Consec_down,MonthSin,MonthCos,Year,DaySin,DayCos,Open change,Open original,High change,High original,Low change,Low original,Close change,Close original,Adj Close change,Adj Close original
2018-01-09,-0.7378440203633869,91.0500030517578,91.6500015258789,91.01000213623048,91.47000122070312,15.707130445004559,-0.004591649320436056,-0.004839978260716316,0.0011053728084109773,0.009224676488581225,0.005239209086423119,91.15362266257956,-0.0011367580113116514,90.95654116579125,0.001027544415922653,90.81566412844423,0.002580379999006972,0.33795853413533905,0.0037213683055530022,0.0037213683055530022,0,0,1,0.49999999999999994,0.8660254037844387,2018,0.9680771188662043,-0.25065253225872064,0.005938644162707618,91.47000122070312,-0.0013075637090215197,91.6500015258789,0.0008798177805586782,91.01000213623048,-0.007304820759139852,91.0500030517578,-0.007304859342558534,74.18081665039062
2018-01-10,-0.7458857390920146,90.47000122070312,90.91000366210938,90.01000213623047,90.91000366210938,15.697217367797519,-0.004839978260716316,-0.0027654866789845376,0.0005562076078853047,-0.002745826002628363,0.005774936666356402,90.92574884862076,-0.005012305465599083,90.88168886654692,-0.004529929526819551,90.79005946861155,-0.0035252565069535256,0.13568938000921094,0.0014945400499062592,0.0014945400499062592,0,0,2,0.49999999999999994,0.8660254037844387,2018,0.8978045395707416,-0.4403941515576344,-0.006122199093914538,90.91000366210938,-0.008074171865240842,90.91000366210938,-0.010987803280161912,90.01000213623047,-0.006370146201148064,90.47000122070312,-0.006370134900362312,73.7082748413086
2018-01-11,-0.7503227911906329,90.1500015258789,90.5199966430664,89.91999816894531,90.4000015258789,15.514734328287197,-0.0027654866789845376,-0.004886201293667374,-0.0007675568358394678,-0.006618822218623863,0.005585705255973318,90.66716640770682,-0.005703992992373366,90.76912158336722,-0.006820822397401785,90.74264776914987,-0.0065310662388721585,-0.07548136144305317,-0.0008318179301432603,-0.0008318179301432603,0,0,3,0.49999999999999994,0.8660254037844387,2018,0.7907757369376985,-0.6121059825476629,-0.005609967172875985,90.4000015258789,-0.004290034136315013,90.5199966430664,-0.0009999329535503865,89.91999816894531,-0.003537080695329875,90.1500015258789,-0.0035372816589761547,73.44754791259766
2018-01-12,-0.7578098459476652,89.61000061035156,90.33999633789062,89.3499984741211,90.05000305175781,15.908731723052481,-0.004886201293667374,0.0008875286398534722,-0.0016790607509764664,-0.004557519575684993,0.005861246383893187,90.3147778085884,-0.007803564547659443,90.59079527982635,-0.010826648186995249,90.65874797960926,-0.011568076910719953,-0.3439701710208567,-0.003794120023565973,-0.003794120023565973,0,0,4,0.49999999999999994,0.8660254037844387,2018,0.6513724827222223,-0.758758122692791,-0.003871664471387204,90.05000305175781,-0.001988514271443753,90.33999633789062,-0.00633896470675277,89.3499984741211,-0.005990026693147965,89.61000061035156,-0.005989975814687076,73.00759887695312
2018-01-16,-0.7493516098920532,90.22000122070312,90.7699966430664,89.63999938964844,90.13999938964844,16.063143037844338,0.0008875286398534722,0.007067131259962189,-0.0032391573827901623,-0.0078004831590684776,0.002467717418693092,90.28318561262665,-0.0006998467266610413,90.53375003996123,-0.0034655453808068414,90.62624821969028,-0.004482663764281179,-0.34306260706362934,-0.0037854662838077463,-0.0037854662838077463,1,1,0,0.49999999999999994,0.8660254037844387,2018,-0.10116832198743204,-0.9948693233918952,0.000999404051534647,90.13999938964844,0.0047597998960227095,90.7699966430664,0.003245673424508766,89.63999938964844,0.006807282738497067,90.22000122070312,0.0068077421307328745,73.5046157836914
2018-01-17,-0.7357644199811206,91.1999969482422,91.7300033569336,90.43000030517578,90.55999755859376,15.937233029400609,0.007067131259962189,-0.0006648665781698143,-0.0009074012667105131,0.011658780580398244,0.005038934293480118,90.58878939116518,0.0067470551398784015,90.63624956431215,0.006219888693982592,90.66874812550894,0.005859227503592256,-0.07995873434376222,-0.0008818775597637976,-0.0008818775597637976,1,2,0,0.49999999999999994,0.8660254037844387,2018,-0.2993631229733574,-0.954139256400049,0.004659398400146397,90.55999755859376,0.010576255914630073,91.7300033569336,0.008813040170754016,90.43000030517578,0.010862289007752768,91.1999969482422,0.010861914866078237,74.30301666259766
2018-01-18,-0.7403745448967185,90.18000030517578,90.6500015258789,89.66999816894531,90.23999786376952,15.856704912460607,-0.0006648665781698143,0.0087505640918164,-7.23789302012128e-05,0.0041751116825465015,0.004546173803459742,90.45252636250206,-0.0030129181382296103,90.56605737059887,-0.004262712506555651,90.63254458326205,-0.004993176349258545,-0.1800182207599903,-0.001986242597377498,-0.001986242597377498,0,0,1,0.49999999999999994,0.8660254037844387,2018,-0.4853019625310812,-0.874346616144582,-0.0035335656299814167,90.23999786376952,-0.011773703167242466,90.6500015258789,-0.008404314206189034,89.66999816894531,-0.011184174092081278,90.18000030517578,-0.0036458400181947903,74.03211975097656
2018-01-19,-0.7279409573705296,91.06999969482422,91.26000213623048,90.23999786376952,90.27999877929688,16.052383107592938,0.0087505640918164,0.011113580179960858,0.0022308312239589746,0.011516050770800939,0.005628907401910562,90.65835080660945,0.004540661555744508,90.64358695894123,0.0047042791463685445,90.66494866559998,0.004467559240762284,-0.006597858990531336,-7.277188249304871e-05,-7.277188249304871e-05,1,1,0,0.49999999999999994,0.8660254037844387,2018,-0.651372482722222,-0.7587581226927911,0.0004432725673126914,90.27999877929688,0.006729184777536146,91.26000213623048,0.006356637743543558,90.23999786376952,0.009869143786167767,91.06999969482422,0.00986887463108821,74.76273345947266
2018-01-22,-0.7164849131594484,91.88999938964844,91.91999816894533,90.7699966430664,90.87999725341795,15.973994306984062,0.011113580179960858,-0.008572663612587125,0.005430787518684621,0.01599978147362823,0.005093890209720964,91.06890033428911,0.00901623992762947,90.83534271751157,0.011610642296102126,90.75569316367765,0.012498458073865085,0.31320717061146297,0.0034511021809573387,0.0034511021809573387,1,2,0,0.49999999999999994,0.8660254037844387,2018,-0.9680771188662043,-0.2506525322587205,0.006645973440782438,90.87999725341795,0.007232040513538651,91.91999816894533,0.005873213562094692,90.7699966430664,0.009004059487998761,91.88999938964844,0.009004111619798083,75.43590545654297
2018-01-23,-0.7561616941556637,89.05000305175781,90.20999908447266,88.5999984741211,89.81999969482422,16.747040253945336,-0.008572663612587125,-0.008421289249492345,0.003538749068196502,-0.009460192252440597,0.008083119211201435,90.39593457344534,-0.01488929262182674,90.56067507662637,-0.016681324687457613,90.62934574797988,-0.017426394102125292,-0.2334111745345382,-0.0025754480803999503,-0.0025754480803999503,0,0,1,0.49999999999999994,0.8660254037844387,2018,-0.9987165071710528,-0.05064916883871266,-0.011663705882802189,89.81999969482422,-0.018603123569799873,90.20999908447266,-0.02390655777457351,88.5999984741211,-0.0309064790157193,89.05000305175781,-0.030906489837962625,73.10444641113281
