Date,Adj Close,Close,High,Low,Open,Volume,Return,Target,Moving averages,Momentum,Volatility,EMA_5,EMA_dist_5,EMA_12,EMA_dist_12,EMA_26,EMA_dist_26,EMA_diff_5_26,EMA_trend_strength,Trend_strength,Up,Consec_up,Consec_down,MonthSin,MonthCos,Year,DaySin,DayCos,Open change,Open original,High change,High original,Low change,Low original,Close change,Close original,Adj Close change,Adj Close original
2018-01-09,-0.6942259689244242,253.94000244140625,255.6000061035156,252.6199951171875,252.8000030517578,14.78526622450738,0.004509491202082922,-0.002627443799785539,-0.0031578224794586466,0.012656253564768908,0.008032832927437884,254.17119231047457,-0.0009095832889901781,254.80525447563343,-0.0033957385847783812,255.20620525028448,-0.004961489112838968,-1.035012939809917,-0.004055594725037601,-0.004055594725037601,1,1,0,0.49999999999999994,0.8660254037844387,2018,0.9680771188662043,-0.25065253225872064,-0.007654551317928138,252.8000030517578,0.0016459496817526897,255.6000061035156,0.003974246957338501,252.6199951171875,0.008458778060695726,253.94000244140625,0.008458322887668013,215.0160217285156
2018-01-10,-0.6931744252502223,254.3300018310547,255.1499938964844,252.3500061035156,255.0,14.889556892687134,-0.002627443799785539,-0.002424223332111437,-0.0019688893840609525,0.0059446654769884704,0.007449909560761959,254.22412881733462,0.0004164554096914348,254.73213868415976,-0.001578665555050684,255.1413012933045,-0.003179804516702569,-0.9171724759698918,-0.0035947628679510873,-0.0035947628679510873,0,0,1,0.49999999999999994,0.8660254037844387,2018,0.8978045395707416,-0.4403941515576344,0.008702519468687608,255.0,-0.0017606110965777688,255.1499938964844,-0.0010687555177358865,252.3500061035156,0.001535793438997235,254.3300018310547,0.0015361971827989596,215.34632873535156
2018-01-11,-0.6910181462206042,255.1300048828125,255.88999938964844,252.97000122070312,255.75,14.700269342225267,-0.002424223332111437,0.0050048828125,-0.0037074980057470244,-0.00869304310843036,0.005899963706463896,254.52608750582726,0.0023727130798386646,254.79334886856788,0.0013212904329707785,255.14046452215695,-4.099561143324005e-05,-0.6143770163296836,-0.002407995209542035,-0.002407995209542035,0,0,2,0.49999999999999994,0.8660254037844387,2018,0.7907757369376985,-0.6121059825476629,0.002941176470588225,255.75,0.002900276350640496,255.88999938964844,0.0024568856833440123,252.97000122070312,0.0031455315770776426,255.1300048828125,0.003145270187204785,216.02365112304688
2018-01-12,-0.6858965888381289,257.0299987792969,257.29998779296875,254.08999633789065,255.75,14.862548811086336,0.0050048828125,-0.0030472846477217937,-0.0014156057806021627,0.011459461125724308,0.006733007619154991,255.36072459698383,0.00653692608739082,255.13744885483388,0.007417766121584942,255.28043002268583,0.006853516959586611,0.08029457429799436,0.00031453478157671106,0.00031453478157671106,1,1,0,0.49999999999999994,0.8660254037844387,2018,0.6513724827222223,-0.758758122692791,0.0,255.75,0.00551013484967533,257.29998779296875,0.00442738313548241,254.08999633789065,0.007447159722969721,257.0299987792969,0.007447169048731439,217.6324157714844
2018-01-16,-0.6820420621598716,258.4599914550781,261.7699890136719,256.3999938964844,259.25,15.30740290654333,-0.0030472846477217937,-0.028086507706629366,0.00028308444699283073,0.008493451137974967,0.004094201456239692,256.3938135496819,0.00805861060682671,255.64860925487145,0.01099705650033028,255.51595309175192,0.011521935627514577,0.8778604579299838,0.0034356385474481796,0.0034356385474481796,0,0,1,0.49999999999999994,0.8660254037844387,2018,-0.10116832198743204,-0.9948693233918952,0.013685239491691092,259.25,0.01737272224163422,261.7699890136719,0.009091257396540264,256.3999938964844,0.00556352442350172,258.4599914550781,0.005563370001790524,218.8431854248047
2018-01-17,-0.6950076194654496,253.6499938964844,262.0,248.83999633789065,260.9800109863281,15.968214178416597,-0.028086507706629366,-0.013831601227874222,-0.006236115334749627,-0.03259599890871229,0.012664135957391026,255.4792069986161,-0.007159929465968625,255.34112996896573,-0.0066230460900947264,255.37773389210247,-0.006765429269366291,0.10147310651362318,0.0003973451599210123,0.0003973451599210123,0,0,2,0.49999999999999994,0.8660254037844387,2018,-0.2993631229733574,-0.954139256400049,0.006673137845045751,260.9800109863281,0.0008786759215400064,262.0,-0.029485170587195464,248.83999633789065,-0.018610220992093973,253.6499938964844,-0.018610096828868827,214.77049255371097
2018-01-18,-0.7022315841200389,250.97000122070312,254.5399932861328,250.6000061035156,254.4900054931641,15.421843655444896,-0.013831601227874222,0.02039838692106574,-0.008476946820367363,-0.011204157428088682,0.012855773266900877,253.97613840597845,-0.011836297709472374,254.66864862307918,-0.01452337153541901,255.05123517570252,-0.01600162395680172,-1.0750967697240696,-0.0042152188323394905,-0.0042152188323394905,0,0,3,0.49999999999999994,0.8660254037844387,2018,-0.4853019625310812,-0.874346616144582,-0.024867825963514223,254.4900054931641,-0.02847330806819537,254.5399932861328,0.007072857223623608,250.6000061035156,-0.010565711572124048,250.97000122070312,-0.010565534455321157,212.50132751464844
2018-01-19,-0.6883495754374808,256.1199951171875,256.1400146484375,250.2599945068359,251.0,15.350957414486606,0.02039838692106574,0.02376195787021111,-0.003912424769731928,0.022822610253177174,0.018398768671164027,254.6907573097148,0.005611659498639319,254.89193269909583,0.004817972876142045,255.1304025787755,0.0038787715160934605,-0.4396452690606907,-0.0017232178706140023,-0.0017232178706140023,1,1,0,0.49999999999999994,0.8660254037844387,2018,-0.651372482722222,-0.7587581226927911,-0.01371372320261055,251.0,0.0062859330734170715,256.1400146484375,-0.0013567900574561476,250.2599945068359,0.020520356502510717,256.1199951171875,0.020520178563337543,216.8618927001953
2018-01-22,-0.6737936597289049,261.5199890136719,262.8699951171875,255.19000244140625,255.4499969482422,15.476534721869807,0.02376195787021111,0.008100760999576066,-0.00016100975818970632,0.01875707505771111,0.02219260159096808,256.9671678777005,0.017717520777355607,255.91163367056907,0.02191520277004033,255.6037052776567,0.023146314446374886,1.363462600043789,0.005334283392185921,0.005334283392185921,1,2,0,0.49999999999999994,0.8660254037844387,2018,-0.9680771188662043,-0.2506525322587205,0.01772907150694092,255.4499969482422,0.026274615772108767,262.8699951171875,0.01969954464470214,255.19000244140625,0.021083843508639788,261.5199890136719,0.02108369667570842,221.43414306640625
2018-01-23,-0.6776482835609179,260.0899963378906,260.260009765625,256.8500061035156,258.0,15.202704514327001,0.008100760999576066,0.018946086624325485,0.0020685993712698655,0.01114804564729786,0.022389265008407704,258.00811069776387,0.008069070520676465,256.55445869631086,0.013780846606781675,255.93602313397034,0.016230513989607006,2.0720875637935308,0.008096115343282065,0.008096115343282065,1,3,0,0.49999999999999994,0.8660254037844387,2018,-0.9987165071710528,-0.05064916883871266,0.009982396094036616,258.0,-0.0099288066346217,260.260009765625,0.006504971379082569,256.8500061035156,-0.005468005260991671,260.0899963378906,-0.005467992217150219,220.2233428955078
