Date,Adj Close,Close,High,Low,Open,Volume,Return,Target,Moving averages,Momentum,Volatility,EMA_5,EMA_dist_5,EMA_12,EMA_dist_12,EMA_26,EMA_dist_26,EMA_diff_5_26,EMA_trend_strength,Trend_strength,Up,Consec_up,Consec_down,MonthSin,MonthCos,Year,DaySin,DayCos,Open change,Open original,High change,High original,Low change,Low original,Close change,Close original,Adj Close change,Adj Close original
2018-01-09,-0.9651223196565096,62.6349983215332,62.96649932861328,62.0880012512207,62.845001220703125,18.10906110712289,-0.003341600685668223,0.007372599864096718,0.00643894701615827,-0.01785528731205533,0.006442063886412549,61.60378514984508,0.01673944497371061,60.693847585379345,0.03198266073712331,60.114097301805856,0.041935271972413334,1.4896878480392246,0.024781006700644138,0.024781006700644138,0,0,1,0.49999999999999994,0.8660254037844387,2018,0.9680771188662043,-0.25065253225872064,0.01690941741979679,62.845001220703125,0.004987710335312645,62.96649932861328,0.007897531307002215,62.0880012512207,0.0046757095740346255,62.6349983215332,0.0046757095740346255,62.6349983215332
2018-01-10,-0.9642296934964507,62.71649932861328,62.71649932861328,61.86149978637695,62.25749969482422,17.799295929619312,0.007372599864096718,0.013447221309735954,0.005237381297838458,-0.006007828591599056,0.005278955641372067,61.97468987610115,0.011969554894024369,61.0050247766461,0.028054648911844456,60.30686782231011,0.03995617072010735,1.667822053791042,0.027655590714894377,0.027655590714894377,1,1,0,0.49999999999999994,0.8660254037844387,2018,0.8978045395707416,-0.4403941515576344,-0.00934842094784405,62.25749969482422,-0.003970365236524942,62.71649932861328,-0.0036480714514754986,61.86149978637695,0.0013012055442500614,62.71649932861328,0.0013012055442500614,62.71649932861328
2018-01-11,-0.9519904581543207,63.83399963378906,63.8385009765625,62.823001861572266,62.98699951171875,17.95067711470663,0.013447221309735954,0.024980622299636383,0.007165000441463554,0.009638095718125477,0.006289921929136451,62.59445979533046,0.019802708458729668,61.44025167774502,0.038960581877159076,60.568136845382625,0.0539204763181585,2.026322949947833,0.03345526303905629,0.03345526303905629,1,2,0,0.49999999999999994,0.8660254037844387,2018,0.7907757369376985,-0.6121059825476629,0.01171746087572445,62.98699951171875,0.01789005540743438,63.8385009765625,0.015542818692007465,62.823001861572266,0.01781828254348916,63.83399963378906,0.01781828254348916,63.83399963378906
2018-01-12,-0.9363724040517749,65.26000213623047,65.28800201416016,63.66949844360352,63.66949844360352,18.505701808249754,0.024980622299636383,-0.01371134223940659,0.010250664996490844,0.015428322775136451,0.010275493030133722,63.4829739089638,0.027992201969223633,62.02790559443509,0.05210713647061058,60.91568242248247,0.07131693417826046,2.5672914864813308,0.04214500083370661,0.04214500083370661,1,3,0,0.49999999999999994,0.8660254037844387,2018,0.6513724827222223,-0.758758122692791,0.010835552370736412,63.66949844360352,0.022705749906781536,65.28800201416016,0.013474309678745966,63.66949844360352,0.022339231610462695,65.26000213623047,0.022339231610462695,65.26000213623047
2018-01-16,-0.9365586585531342,65.24299621582031,66.99700164794922,64.61499786376953,66.1500015258789,18.788194732631958,-0.01371134223940659,-0.013137833294728216,0.005749500109678849,-0.022505824434059976,0.014942371998605127,64.06964801124931,0.01831363587895759,62.522534920802045,0.04351169219968936,61.236224184951936,0.06543140247783259,2.833423826297377,0.04627038756895884,0.04627038756895884,0,0,1,0.49999999999999994,0.8660254037844387,2018,-0.10116832198743204,-0.9948693233918952,0.03895904856974086,66.1500015258789,0.026176320013873378,66.99700164794922,0.014850115726975588,64.61499786376953,-0.0002605871874575838,65.24299621582031,-0.0002605871874575838,65.24299621582031
2018-01-17,-0.9419581172201771,64.75,65.69999694824219,64.04399871826172,65.61199951171875,18.470194455821826,-0.013137833294728216,-0.0004869085973860237,0.00379025358786685,-0.009796232609059992,0.01694098535040615,64.29643200749955,0.0070543260075076756,62.865221856063265,0.0299812533590057,61.49650387495549,0.05290538355903994,2.7999281325440535,0.04552987497040993,0.04552987497040993,0,0,2,0.49999999999999994,0.8660254037844387,2018,-0.2993631229733574,-0.954139256400049,-0.00813306125094615,65.61199951171875,-0.019359145451350646,65.69999694824219,-0.008836944430636318,64.04399871826172,-0.00755630863716783,64.75,-0.00755630863716783,64.75
2018-01-18,-0.9428781091717098,64.66600036621094,65.2300033569336,64.20099639892578,64.69750213623047,18.204239680697828,-0.0004869085973860237,-0.013277472828131718,0.0022183518955703014,-0.007859508461482742,0.016890044963199614,64.41962146040335,0.003824594125549621,63.142264703778295,0.024131786681725803,61.73128139282627,0.047540224456214024,2.68834006757708,0.04354907280265025,0.04354907280265025,0,0,3,0.49999999999999994,0.8660254037844387,2018,-0.4853019625310812,-0.874346616144582,-0.013937959249739729,64.69750213623047,-0.0071536318590524894,65.2300033569336,0.002451403469585278,64.20099639892578,-0.0012972916415299185,64.66600036621094,-0.0012972916415299185,64.66600036621094
2018-01-19,-0.9421881569878945,64.72899627685547,65.6500015258789,64.64949798583984,65.5999984741211,18.332614265083915,-0.013277472828131718,0.023235255818253874,-0.003126586932003233,-0.026724694137867672,0.016675473723633857,64.52274639922072,0.0031965452362895355,63.38637725348247,0.021181507471295543,61.953334347198805,0.04480246235176468,2.5694120520219172,0.04147334568987718,0.04147334568987718,0,0,4,0.49999999999999994,0.8660254037844387,2018,-0.651372482722222,-0.7587581226927911,0.013949477307335423,65.5999984741211,0.006438726771898384,65.6500015258789,0.006985897603943858,64.64949798583984,0.0009741736041779525,64.72899627685547,0.0009741736041779525,64.72899627685547
2018-01-22,-0.924264608068388,66.3655014038086,66.37249755859375,64.83300018310547,64.8584976196289,18.231962773653144,0.023235255818253874,0.018272253440323162,-0.0034756602282797347,-0.0017453664813825084,0.015942145222629718,65.13699806741668,0.01886030018025103,63.84470404584034,0.039483264832088964,62.28016153657731,0.06559616684410736,2.8568365308393737,0.045870730909417214,0.045870730909417214,1,1,0,0.49999999999999994,0.8660254037844387,2018,-0.9680771188662043,-0.2506525322587205,-0.011303366947252425,64.8584976196289,0.011005270615721763,66.37249755859375,0.002838416429866486,64.83300018310547,0.025282411609683475,66.3655014038086,0.025282411609683475,66.3655014038086
2018-01-23,-0.9049721010978403,68.12699890136719,68.24500274658203,66.86699676513672,66.90450286865234,18.453980114353293,0.018272253440323162,-0.012590649077360539,0.002921058907666216,0.03198359567972975,0.01717716843211415,66.13366501206686,0.030140986272825254,64.50351863899832,0.05617492407891908,62.71326060063582,0.08632525639523964,3.4204044114310364,0.05454036959124971,0.05454036959124971,1,2,0,0.49999999999999994,0.8660254037844387,2018,-0.9987165071710528,-0.05064916883871266,0.03154567749969317,66.90450286865234,0.028212064587975316,68.24500274658203,0.03137285913480348,66.86699676513672,0.02654236704761037,68.12699890136719,0.02654236704761037,68.12699890136719
2018-01-24,-0.9077265620143095,67.87550354003906,69.40799713134766,66.9000015258789,68.74099731445312,18.729267777084043,-0.012590649077360539,0.007273355957536397,0.0030304957511397513,0.0005471842173676768,0.01705055457391303,66.71427785472426,0.01740595450712165,65.02228554685074,0.043880616763809145,63.095648966517544,0.07575569237837629,3.6186288882067146,0.05735148060886073,0.05735148060886073,0,0,1,0.49999999999999994,0.8660254037844387,2018,-0.9884683243281114,0.15142777750457667,0.027449489452245235,68.74099731445312,0.017041458538499032,69.40799713134766,0.000493588202534534,66.9000015258789,-0.0036915667119321594,67.87550354003906,-0.0036915667119321594,67.87550354003906
2018-01-25,-0.8965333266039947,68.89749908447266,68.91699981689453,67.88099670410156,68.4000015258789,18.370018829150137,0.007273355957536397,0.0072125758699995626,0.0045825486621242344,0.007760264554922421,0.01700346312740044,67.4420182646404,0.02158121683311728,65.61847224494642,0.049971093921327495,63.525415641921626,0.08456589206487444,3.91660262271877,0.061654104631062495,0.061654104631062495,1,1,0,0.49999999999999994,0.8660254037844387,2018,-0.9377521321470808,0.34730525284481945,-0.004960588322778459,68.4000015258789,-0.007074074094429839,68.91699981689453,0.014663604721192325,67.88099670410156,0.015056912893923968,68.89749908447266,0.015056912893923968,68.89749908447266
2018-01-26,-0.8833357454224342,70.10250091552734,70.12650299072266,69.04550170898438,69.60050201416016,18.391725559496944,0.0072125758699995626,0.0060319200381323546,0.008680558401750492,0.02049004869813128,0.013788031854210259,68.32884581493605,0.02595763296507482,66.30832280965117,0.05722023940747191,64.0126071436702,0.09513584969581013,4.31623867126585,0.06742794683519863,0.06742794683519863,1,2,0,0.49999999999999994,0.8660254037844387,2018,-0.848644257494751,0.5289640103269624,0.017551176337723406,69.60050201416016,0.017550142592417828,70.12650299072266,0.017155095850448054,69.04550170898438,0.017489776074125496,70.10250091552734,0.017489776074125496,70.10250091552734
2018-01-29,-0.8747764778864351,70.88400268554688,71.56950378417969,70.02200317382812,70.45899963378906,18.55204228414889,0.0060319200381323546,0.02469405919975554,0.005239891245726188,-0.01720333578012152,0.011140291799964272,69.18056477180633,0.0246230703573955,67.01227355978897,0.05777641796175617,64.52159940603143,0.09860888970648635,4.658965365774904,0.07220784060940975,0.07220784060940975,1,3,0,0.49999999999999994,0.8660254037844387,2018,-0.3943558551133187,0.9189578116202306,0.012334646946285721,70.45899963378906,0.02057711039217125,71.56950378417969,0.014142868697798017,70.02200317382812,0.011147987016343786,70.88400268554688,0.011147987016343786,70.88400268554688
2018-01-30,-0.863747520784632,71.89099884033203,71.9625015258789,69.5999984741211,70.15850067138672,18.581421092712716,0.02469405919975554,-0.0002825078538655317,0.006524252397612662,0.006421805759432377,0.013198472204420586,70.08404279464824,0.02578270278982498,67.76284667987251,0.06092058351624268,65.06748084560925,0.10486832909535068,5.016561949038987,0.07709783572138254,0.07709783572138254,1,4,0,0.49999999999999994,0.8660254037844387,2018,-0.20129852008866028,0.9795299412524945,-0.004264876935014539,70.15850067138672,0.005491134085326532,71.9625015258789,-0.006026744174390641,69.5999984741211,0.014206254114237371,71.89099884033203,0.014206254114237371,71.89099884033203
2018-01-31,-0.856590133809111,72.54450225830078,73.62899780273438,72.50199890136719,72.56500244140625,18.67139276860241,-0.0002825078538655317,-0.03806228373702422,0.008985880642311664,0.012308141223495007,0.009320047381466504,70.90419594919909,0.023134121854747825,68.4984859996307,0.05906723629908977,65.6213342835864,0.10550178612332846,5.282861665612685,0.08050524609546175,0.08050524609546175,0,0,1,0.49999999999999994,0.8660254037844387,2018,-2.4492935982947064e-16,1.0,0.03430092928141759,72.56500244140625,0.023157842508520377,73.62899780273438,0.041695409351555135,72.50199890136719,0.009090198056924459,72.54450225830078,0.009090198056924459,72.54450225830078
2018-02-01,-0.8899345360132145,69.5,72.99400329589844,69.25700378417969,72.25,19.0210325798576,-0.03806228373702422,-0.03211070432895421,-8.124729660045904e-05,-0.04533563969456062,0.023167790778023938,70.4361306327994,-0.01329048919055023,68.6525650766106,0.012343820255568497,65.9086428551726,0.05448992710590374,4.527487777626803,0.06869338498708716,0.06869338498708716,0,0,2,0.8660254037844386,0.5000000000000001,2018,0.20129852008866006,0.9795299412524945,-0.004340969211164891,72.25,-0.008624244873428832,72.99400329589844,-0.04475731933407845,69.25700378417969,-0.04196737400527717,69.5,-0.04196737400527717,69.5
2018-02-02,-0.8680572778131699,71.49749755859375,74.9000015258789,70.69999694824219,73.86949920654297,19.22050057893942,-0.03211070432895421,-0.008997401060245578,-0.007945903336391214,-0.03932328019895377,0.02650664212239001,70.7899196080642,0.009995461987344155,69.0902469969157,0.03484211833524808,66.32263209246305,0.07802563473229182,4.467287515601143,0.06735690931827189,0.06735690931827189,0,0,3,0.8660254037844386,0.5000000000000001,2018,0.39435585511331855,0.9189578116202306,0.022415213931390676,73.86949920654297,0.026111709783255055,74.9000015258789,0.02083533917463698,70.69999694824219,0.02874097206609716,71.49749755859375,0.02874097206609716,71.49749755859375
2018-02-05,-0.8899345360132145,69.5,72.9489974975586,66.03600311279297,70.13099670410156,19.25315498973341,-0.008997401060245578,0.05977407137759256,-0.0109517675560668,-0.015029321098377933,0.025352309111085453,70.35994640537614,-0.012222101484011755,69.15328592046713,0.005013703613905309,66.55799267820653,0.0442021642091497,3.801953727169604,0.05712242172854019,0.05712242172854019,0,0,4,0.8660254037844386,0.5000000000000001,2018,0.8486442574947509,0.5289640103269624,-0.05060955526432309,70.13099670410156,-0.02604811733743706,72.9489974975586,-0.06596879825700164,66.03600311279297,-0.027938006598856924,69.5,-0.027938006598856924,69.5
2018-02-06,-0.8609984912466233,72.14199829101562,72.19950103759766,67.5895004272461,68.072998046875,19.21519246689279,0.05977407137759256,-0.022236026623797436,-0.003935765120499396,0.03508001217783702,0.03891129715757524,70.9539637005893,0.016743738171409013,69.61308782362843,0.036328089249458864,66.9716227235998,0.07720248303904198,3.982340976989505,0.059463110120910774,0.059463110120910774,1,1,0,0.8660254037844386,0.5000000000000001,2018,0.9377521321470804,0.3473052528448203,-0.02934506500613021,68.072998046875,-0.010274253049002091,72.19950103759766,0.023525005167251978,67.5895004272461,0.03801436389950541,72.14199829101562,0.03801436389950541,72.14199829101562
2018-02-07,-0.8752693963716386,70.83899688720703,73.04949951171875,70.75749969482422,72.44999694824219,18.780129836380446,-0.022236026623797436,-0.05538301675288389,-0.008326468874485777,-0.021953518769931905,0.03962801430521413,70.91564142946189,-0.0010807847283041331,69.80168921802515,0.01486078174901844,67.258094883867,0.05324120478766295,3.657546545594883,0.05438076341457908,0.05438076341457908,0,0,1,0.8660254037844386,0.5000000000000001,2018,0.9884683243281114,0.1514277775045767,0.06429860630426742,72.44999694824219,0.011772913412219532,73.04949951171875,0.04687117448054212,70.75749969482422,-0.018061620618718965,70.83899688720703,-0.018061620618718965,70.83899688720703
2018-02-08,-0.9115653767504915,67.5250015258789,71.6875,67.49700164794922,71.48400115966797,18.960513561541266,-0.05538301675288389,-0.024674313854970348,-0.011790615477657711,-0.017320733015859666,0.043450018772575046,69.78542812826757,-0.032391097439911594,69.45142957307957,-0.027737773852064405,67.27786574623825,0.003673359386470671,2.5075623820293202,0.03727172903325233,0.03727172903325233,0,0,2,0.8660254037844386,0.5000000000000001,2018,0.9987165071710528,-0.05064916883871264,-0.01333327576624077,71.48400115966797,-0.018644884918071924,71.6875,-0.04607989345210706,67.49700164794922,-0.046782076355553315,67.5250015258789,-0.046782076355553315,67.5250015258789
2018-02-09,-0.9175343781188646,66.9800033569336,69.17500305175781,63.29650115966797,68.67449951171875,19.460356568397167,-0.024674313854970348,0.01579873474604632,-0.010303337382860938,0.00743639047398386,0.04270140576621912,68.85028653782291,-0.027164493786992105,69.07121015521095,-0.030276099022706754,67.25580186554902,-0.0041007392814492345,1.594484672273893,0.02370776391100689,0.02370776391100689,0,0,3,0.8660254037844386,0.5000000000000001,2018,0.9680771188662043,-0.25065253225872064,-0.03930252367482712,68.67449951171875,-0.03504790860669138,69.17500305175781,-0.062232401228579204,63.29650115966797,-0.008071057484337008,66.9800033569336,-0.008071057484337008,66.9800033569336
2018-02-12,-0.8919990447458683,69.3115005493164,69.69049835205078,67.20050048828125,68.2334976196289,18.719139538375362,0.01579873474604632,0.020621544097869926,-0.00534411022160256,0.024796135806291898,0.044300912087688174,69.00402454165408,0.004455914125367045,69.10817790815025,0.0029420923445034755,67.40807584212438,0.028237339271484592,1.5959486995296999,0.02367592724746441,0.02367592724746441,1,1,0,0.8660254037844386,0.5000000000000001,2018,0.6513724827222223,-0.758758122692791,-0.006421625133425146,68.2334976196289,0.007452045934963847,69.69049835205078,0.061677964138417085,67.20050048828125,0.0348088545167482,69.3115005493164,0.0348088545167482,69.3115005493164
2018-02-13,-0.8765124300020656,70.72550201416016,70.98600006103516,69.17649841308594,69.29650115966797,18.589224487752976,0.020621544097869926,0.03185774739583333,-0.013174615677547085,-0.03915252727972263,0.03153385798700742,69.57785036582277,0.016494497060534703,69.35699700138255,0.019731318712520443,67.65381111412702,0.04540307263476133,1.9240392516957456,0.028439480644335505,0.028439480644335505,1,2,0,0.8660254037844386,0.5000000000000001,2018,0.48530196253108104,-0.8743466161445821,0.015578910317111783,69.29650115966797,0.01858935923287519,70.98600006103516,0.02940451202665173,69.17649841308594,0.020400675986486094,70.72550201416016,0.020400675986486094,70.72550201416016
2018-02-14,-0.8565025632763946,72.55249786376953,72.60299682617188,70.16799926757812,70.3125,18.596179075398194,0.03185774739583333,-0.0034971981846191936,-0.0023558608736209325,0.054093774019630766,0.03653119925583322,70.56939953180503,0.02810139161054832,69.84861251867285,0.038710652189030116,68.01667679928573,0.06668689618384047,2.5527227325192996,0.03753083585739236,0.03753083585739236,1,3,0,0.8660254037844386,0.5000000000000001,2018,0.29936312297335804,-0.9541392564000488,0.014661618167287171,70.3125,0.02277909395861699,72.60299682617188,0.014332914750490255,70.16799926757812,0.025832207585371192,72.55249786376953,0.025832207585371192,72.55249786376953
2018-02-15,-0.8506375936954564,73.08799743652344,73.4469985961914,71.84200286865234,73.34449768066406,18.543376138636386,-0.0034971981846191936,-0.005955908374184119,0.008021302840032007,0.05188581856826469,0.022299718791901884,71.40893216671117,0.023513378773012978,70.3469794291114,0.03896426015240867,68.39233017982185,0.06865780482044417,3.016601986889313,0.04410731406515692,0.04410731406515692,0,0,1,0.8660254037844386,0.5000000000000001,2018,0.10116832198743228,-0.9948693233918952,0.04312174479166675,73.34449768066406,0.01162488887394364,73.4469985961914,0.023857080414828147,71.84200286865234,0.007380856462852581,73.08799743652344,0.007380856462852581,73.08799743652344
2018-02-16,-0.8577948971113089,72.43450164794922,73.29000091552734,72.3280029296875,72.86849975585938,18.309212726528745,-0.005955908374184119,0.015112476458949144,0.011764983936189254,0.01871840548078623,0.016166270243189017,71.75078866045719,0.0095289961303078,70.66813669354799,0.024995210529761926,68.69175028857202,0.05448618420194574,3.0590383718851655,0.04453283486057984,0.04453283486057984,0,0,2,0.8660254037844386,0.5000000000000001,2018,-0.10116832198743204,-0.9948693233918952,-0.006489892764378058,72.86849975585938,-0.002137564279886095,73.29000091552734,0.006764845656150431,72.3280029296875,-0.008941218962002284,72.43450164794922,-0.008941218962002284,72.43450164794922
2018-02-20,-0.8470287351673232,73.4175033569336,74.4384994506836,72.32450103759766,72.32450103759766,18.682921923922194,0.015112476458949144,-0.0014006232573127103,0.011627732278769818,-0.0006862582870971762,0.016126325874248785,72.30636022594933,0.015367156188087209,71.0911161802227,0.032724020970683367,69.04180607141362,0.06337750320427539,3.264554154535716,0.04728373054376669,0.04728373054376669,1,1,0,0.8660254037844386,0.5000000000000001,2018,-0.7907757369376986,-0.6121059825476627,-0.007465485361772828,72.32450103759766,0.015670603367572422,74.4384994506836,-4.8416822641228485e-05,72.32450103759766,0.013570904563712238,73.4175033569336,0.013570904563712238,73.4175033569336
2018-02-21,-0.8390499566492439,74.14600372314453,75.17449951171875,73.94599914550781,74.25,18.652490633837512,-0.0014006232573127103,-0.006700720439437138,0.00722329880773329,-0.022022167355182636,0.01606306143565974,72.9195747250144,0.016818926917156255,71.56109887913375,0.036121648276763715,69.41989478635665,0.06808003600888085,3.4996799386577493,0.050413212947501534,0.050413212947501534,0,0,1,0.8660254037844386,0.5000000000000001,2018,-0.8978045395707414,-0.440394151557635,0.026623052143856185,74.25,0.009887357569892563,75.17449951171875,0.02241976210893215,73.94599914550781,0.009922706887337096,74.14600372314453,0.009922706887337096,74.14600372314453
2018-02-22,-0.8377247838645612,74.26699829101562,75.12699890136719,73.78800201416016,74.76799774169922,18.391890246489105,-0.006700720439437138,0.003116371050198676,-0.0004883947593208032,-0.03855846783527047,0.008968820116635022,73.36871591368148,0.01224339783172671,71.97739109634635,0.031810088693052053,69.77893949040546,0.06431824320327002,3.589776423276021,0.051444983966395935,0.051444983966395935,0,0,2,0.8660254037844386,0.5000000000000001,2018,-0.9680771188662043,-0.2506525322587205,0.006976400561605534,74.76799774169922,-0.0006318713215265337,75.12699890136719,-0.002136655575330826,73.78800201416016,0.001631842065593636,74.26699829101562,0.001631842065593636,74.26699829101562
