Adj Close,Close,High,Low,Open,Volume,b,a,Grow,Date
-1.7382044876657066E-4,-1.7414826572337283E-4,0.013058618457041593,0.015951862783040616,0.01392803870581516,18.586801778074612,43.13249969482422,43.057498931884766,-0.0017388457304841297,1514937600000000000
0.004644458377693672,0.004644969352628925,-0.006187349253350849,6.978082839177446E-4,5.7929095848008316E-5,18.31240932906857,43.1349983215332,43.25749969482422,0.0028399531252528724,1515024000000000000
0.011385267233408047,0.01138531604115589,0.010952867257244314,0.005636920097522147,0.005216235019674054,18.365590777634406,43.36000061035156,43.75,0.008994450741666523,1515110400000000000
-0.003714056085678208,-0.0037142508370535676,0.0013685664586104984,0.005085175431983391,0.005246792258416955,18.225531665157614,43.587501525878906,43.587501525878906,0.0,1515369600000000000
-1.1480231135319041E-4,-1.147362877008673E-4,-0.0031319574616833767,-0.0029896454640871983,0.0011471003225744791,18.273757218549566,43.63750076293945,43.58250045776367,-0.001260390815564122,1515456000000000000
-2.2925760115899418E-4,-2.2949890725432187E-4,-0.004341337355391883,-0.0023643599184062225,-0.007963330652227318,18.378186518699998,43.290000915527344,43.5724983215332,0.006525696466421941,1515542400000000000
0.0056800017627751664,0.00568021992828216,0.006827323124331208,0.008612748515399282,0.008258215786202117,18.12859967676191,43.647499084472656,43.81999969482422,0.003952130453516146,1515628800000000000
0.010326407809552407,0.01032632115015475,0.0106558496703697,0.00664787877129025,0.009107030020285123,18.437266437756147,44.04499816894531,44.272499084472656,0.00516519298410931,1515715200000000000
-0.005081945264700072,-0.0050821272522202365,0.011445640349069697,0.0027896698559115585,0.00976274998415061,18.58842658929393,44.474998474121094,44.04750061035156,-0.009612093950228728,1516060800000000000
0.01651608369816482,0.01651628141089967,-7.804191433455898E-4,-0.0060746682703382016,-0.009836987408882503,18.73947768889357,44.037498474121094,44.775001525878906,0.016747160427180274,1516147200000000000
8.932428914683044E-4,8.932908870358247E-4,0.00474201452449452,0.018164120310408816,0.0182798826697399,18.642011453060647,44.842498779296875,44.814998626708984,-6.132609318503688E-4,1516233600000000000
